"MESS_DATUM";"QN_4";"TMK";"TXK";"TNK";"TGK";"UPM";"RSK";"RSKF";"SDK";"SHK_TAG";"NM";"VPM";"PM";"QN_3";"FX";"FM"
"1986-11-03";10;2.9;8.4;1.1;-0.4;76;0;0;7.2;0;2.7;5.8;974.7;10;7.7;2.1
"1986-11-04";10;3.3;5.7;-0.6;-2.3;82;0;0;3.7;0;7.3;6.3;976.9;10;3.8;0.7
"1986-11-05";10;4.3;5.7;1.4;-0.9;82;0.6;6;2.8;0;7.3;6.6;975.2;10;8.4;0.9
"1986-11-06";10;6.8;8.7;3.8;3.3;85;0.3;6;0.1;0;7.7;8.3;978.1;10;9.3;2.3
"1986-11-07";10;6.5;11.6;4.6;2.1;84;0;0;7.9;0;4.7;8.2;973;10;4.5;0.7
"1986-11-08";10;6.6;10.9;2.6;-0.4;88;0.5;6;5.5;0;5.3;8.4;965.6;10;10.5;1.5
"1986-11-09";10;7.5;9.5;6.6;5.8;78;0;0;1.5;0;7.7;8.1;969.8;10;6.7;1.1
"1986-11-10";10;6.5;10.7;3.5;0.1;89;0.3;6;3.9;0;3.3;8.6;971.2;10;3.5;0.7
"1986-11-11";10;4.9;10.5;0.1;-0.4;86;0.1;6;4.7;0;2.7;7.4;971.8;10;4.3;1
"1986-11-12";10;4;9.8;2.2;2.8;93;0.2;6;3.7;0;6.3;7.8;974.4;10;4;0.5
"1986-11-13";10;4;6.3;0.4;-1.2;96;0;0;1.6;0;7;7.8;967.2;10;2.5;0.4
"1986-11-14";10;4.4;6.4;1.7;1.8;94;0;0;0;0;6.7;7.9;962;10;7.4;1
"1986-11-15";10;7.8;11.9;2.1;-0.5;80;0;0;1;0;5.3;8.3;967.3;10;6.2;1.5
"1986-11-16";10;8.6;14.2;5;2.2;83;0;0;6.3;0;4.3;9.3;972.7;10;3.6;0.7
"1986-11-17";10;8.6;10.5;4.8;2.3;93;1;6;1.1;0;8;10.2;971.8;10;10.2;1.1
"1986-11-18";10;5.9;11.8;4.3;0.4;90;0.2;6;6.2;0;3.7;8.6;975.1;10;4.2;0.9
"1986-11-19";10;4.6;7.9;1.1;-0.4;88;0;0;0.8;0;4.7;7.4;969.4;10;3.4;0.6
"1986-11-20";10;5.8;7.8;0.2;-1.5;95;6.3;6;0;0;6.3;8.5;965.4;10;9.3;1.3
"1986-11-21";10;6.3;8.7;5.4;5.3;89;6.3;6;1.6;0;7.7;8.7;960.4;10;5.7;0.9
"1986-11-22";10;8.8;11.3;5.2;4.3;89;10.2;6;1.8;0;7.7;10;954.7;10;11.6;2.1
"1986-11-23";10;3.7;9;2.3;4;89;1;6;0;0;6;7.3;954.1;10;11.6;2.5
"1986-11-24";10;5;9.7;1.8;-0.8;72;0;0;5.8;0;3.7;6.4;967.4;10;8.9;2.1
"1986-11-25";10;4.1;10;1;-1.4;85;0;0;7.4;0;4.3;7;972.6;10;2.5;0.5
"1986-11-26";10;4.4;6.8;-0.5;-2.1;97;1.8;6;0;0;8;7.7;972.9;10;9;0.9
"1986-11-27";10;4.4;9.1;2.2;-0.3;77;0;0;5.4;0;2.7;6.4;983.4;10;8.1;1.5
"1986-11-28";10;3;7.6;1.5;-0.8;68;0;0;7.9;0;0.7;5.2;980.1;10;8.6;2.9
"1986-11-29";10;-1.1;1.7;-2.7;-5.3;87;0;0;0;0;3;4.9;977.4;10;5.9;0.8
"1986-11-30";10;-2;-1;-2.5;-4.7;93;0;0;0;0;8;5;979.4;10;3.9;0.8
"1986-12-01";10;-2.2;-1.3;-2.9;-2.7;91;0;0;0;0;8;4.8;977.1;10;3.8;1.1
"1986-12-02";10;-0.9;2;-3.4;-3;91;0;0;2.8;0;7;5.2;979.3;10;4;0.8
"1986-12-03";10;-2;-0.4;-2.8;-1.9;93;0;0;0;0;8;4.9;980.5;10;3.3;0.6
"1986-12-04";10;-2.5;-1.4;-3.5;-2.9;93;0;0;0;0;8;4.8;981.2;10;3.1;0.6
"1986-12-05";10;-2;-1.4;-3.7;-3.1;95;0.1;7;0;0;8;4.9;976.8;10;2.7;0.5
"1986-12-06";10;1.4;2.7;-1.9;-1.6;97;1.1;6;0;0;8;6.5;969.8;10;5.9;0.3
"1986-12-07";10;4.4;7.4;1.6;2.4;98;0.1;6;3;0;7.7;8.2;969.2;10;4;0.8
"1986-12-08";10;4.2;9;1.7;0.7;88;0;0;5.1;0;0.3;7.4;965.2;10;4.9;1.2
"1986-12-09";10;3.8;4.9;0.3;-1.1;99;4.3;6;0;0;7.7;7.7;968.8;10;4.5;0.7
"1986-12-10";10;5;5.4;4.3;4.2;96;0.4;6;0;0;8;8.3;977.7;10;5.2;1.1
"1986-12-11";10;4.6;8.6;2.8;-0.2;85;0;0;3.8;0;6.7;7.3;976.4;10;5;1.1
"1986-12-12";10;3.5;4.2;2.6;3.3;78;0;0;0;0;8;6.2;971.6;10;3.7;0.7
"1986-12-13";10;2.3;3.1;-0.3;-0.5;85;1.8;6;0.1;0;8;6;962.1;10;4.3;1
"1986-12-14";10;3.4;7.3;1.8;2.4;95;0;0;0.6;0;6.3;7.6;962.5;10;3.8;0.7
"1986-12-15";10;2.7;6.8;0.2;-2.2;82;2.2;6;5.2;0;7.3;6.1;962.8;10;5.1;0.8
"1986-12-16";10;3.7;6.2;2;1.8;75;3.7;8;3.9;0;6.7;6.1;962.1;10;19.9;5.6
"1986-12-17";10;3.2;4;1.3;0;85;2.4;6;0;0;7.7;6.4;967;10;11.7;3.8
"1986-12-18";10;6.6;8.4;2.1;1.7;85;19.8;6;0;0;8;8.1;958.7;10;23.9;6
"1986-12-19";10;1.3;9.4;-0.2;0.8;91;6.6;8;3.3;0;7.3;6.3;953.8;10;23.9;7.2
"1986-12-20";10;1.2;2.8;-0.5;-12.9;90;1.9;7;0;1;7.3;6;958.6;10;15.6;4.4
"1986-12-21";10;0.4;2.5;-0.5;-2.4;86;1.4;7;3.3;1;7;5.5;956.8;10;11.2;2.7
"1986-12-22";10;-2.8;0;-5;-3.3;83;1.8;7;0;1;7;4.4;960.6;10;13;3
"1986-12-23";10;-3;-1.8;-5.8;-9.4;81;1.9;7;2.8;2;5.7;3.9;966.4;10;11.9;3.4
"1986-12-24";10;-6;-2.3;-7.9;-9;82;0.3;7;1.4;7;6;3.3;975.5;10;5.9;1.5
"1986-12-25";10;-6.8;-5.5;-9.6;-13.9;85;3.2;7;0;6;8;3;971;10;5;1.1
"1986-12-26";10;0.6;2.2;-6.6;-5.7;91;0.5;8;0;9;7.3;5.8;959.3;10;12.2;2.5
"1986-12-27";10;0.8;2.2;0.1;-0.4;81;1;7;0;3;7.7;5.3;965.5;10;10.5;3.5
"1986-12-28";10;2.5;3.6;0.3;-0.3;84;0;8;0;5;8;6.1;968.9;10;19.4;6.4
"1986-12-29";10;5.9;6.6;2.6;1.5;81;0.4;6;0.2;0;7.7;7.4;968.4;10;19.3;6
"1986-12-30";10;6.6;9.6;5.5;4.7;68;0.2;6;0.9;0;5;6.7;964.1;10;15.3;5
"1986-12-31";10;8.2;9.2;5.5;3.9;63;0;0;0.3;0;7.7;6.8;962;10;20.8;6.2
"1987-01-01";10;8.9;10.5;6.2;0.5;79;4.1;6;0;0;8;8.8;960.5;10;17.9;4.5
"1987-01-02";10;3.9;10.4;2.9;3;81;4.3;8;1.3;0;6.7;6.7;956;10;21.2;5.6
"1987-01-03";10;-1.3;3.4;-3.9;-0.2;87;1.2;8;0;0;5;5.2;966.1;10;8.9;1.8
"1987-01-04";10;-0.4;2.5;-5;-6.8;72;2.3;8;3.4;0;5.7;4.3;973.8;10;6.3;1.2
"1987-01-05";10;3;4.2;-1;-1.1;90;5.5;8;0;4;8;6.7;962;10;19.1;5.5
"1987-01-06";10;1;5;-1;0.2;92;7.6;8;4;2;7.3;6.1;956.6;10;15;4.3
"1987-01-07";10;-3.4;0.6;-4.9;-2.2;77;1.5;7;0;6;7.7;3.9;966.7;10;10.3;2.9
"1987-01-08";10;-7.2;-4.1;-8.6;-9.6;83;0.1;7;1.5;6;3.7;3.1;971.8;10;3.9;0.8
"1987-01-09";10;-5.2;-3;-9.6;-13.1;82;2.4;7;0;6;7;3.3;960.7;10;3.4;0.6
"1987-01-10";10;-2.4;-0.7;-5;-7.7;92;3.7;7;0;9;8;4.7;950;10;6.6;0.8
"1987-01-11";10;-12.9;-2.6;-15;-9.7;78;1.2;7;0;13;7.7;1.9;958.8;10;11.7;3.5
"1987-01-12";10;-15.8;-12.3;-19;-21.2;76;0;7;6.4;12;3.7;1.3;961.2;10;6.2;1.5
"1987-01-13";10;-12.3;-9.8;-17;-18.8;72;0;7;0.7;12;5.3;1.7;953.5;10;4.5;1
"1987-01-14";10;-9.9;-7.3;-13;-15.5;81;0;7;0.2;11;7.3;2.3;946;10;8.3;1.5
"1987-01-15";10;-7.8;-6.5;-10.7;-9.9;80;0;7;0;11;7.7;2.7;949.2;10;4.8;1
"1987-01-16";10;-6;-5.3;-8.1;-8;84;0;7;0;10;7.7;3.2;964.5;10;6.9;2.2
"1987-01-17";10;-5.4;-4.7;-6.6;-6.4;88;0.2;8;0;10;8;3.6;975.1;10;5;1.4
"1987-01-18";10;-3.9;-3.3;-5;-5.1;89;0.8;8;0;10;8;4;971.6;10;6;1.5
"1987-01-19";10;-3.6;-3;-4.1;-4.5;81;0;7;0;11;8;3.8;972.5;10;5;1.3
"1987-01-20";10;-2.1;-1.4;-3.8;-3.9;82;0;7;0;10;8;4.3;976.3;10;5.7;1.4
"1987-01-21";10;-4;-2.1;-4.5;-4;85;0;7;0;9;8;3.9;979.2;10;5.5;1.8
"1987-01-22";10;-4.2;-3.8;-5.4;-5.4;91;0;0;0;9;8;4;979.5;10;4.8;0.9
"1987-01-23";10;-4;-3.1;-6;-5.9;90;0.6;8;0;9;8;4;977.7;10;3.8;0.9
"1987-01-24";10;0.1;1.2;-3.4;-3.6;91;0.1;8;0;9;8;5.5;978.5;10;3.1;0.3
"1987-01-25";10;-0.5;1.4;-1.9;0.1;90;0;0;0;8;5.3;5.5;974.5;10;5;1.1
"1987-01-26";10;0.4;1.8;-3.6;-6.9;90;0;0;0;7;8;5.6;961;10;11.6;2.3
"1987-01-27";10;-1;1.8;-2.6;-4.9;78;0;0;1.2;7;7;4.5;954.4;10;6.8;0.9
"1987-01-28";10;-1.8;-0.3;-2.8;-4.7;90;0.6;7;0;6;5.7;4.9;953;10;3.7;1
"1987-01-29";10;-3.8;0.8;-7.4;-9.3;74;0;0;6.3;7;1.3;3.4;958.8;10;9.4;1.8
"1987-01-30";10;-8;-3.4;-10.2;-10.6;69;0;0;7.8;7;2;2.3;963.3;10;10.9;3.5
"1987-01-31";10;-9.1;-5;-13;-15.3;81;0.1;7;5.2;7;3.3;2.4;967.1;10;3.2;1.2
"1987-02-01";10;-6.4;-5.7;-9.5;-12.4;93;0;0;0;7;8;3.5;969.5;10;3.7;1.1
"1987-02-02";10;-6.2;-5.2;-7.5;-7.2;94;0;7;0;7;8;3.6;965.2;10;3.2;1.1
"1987-02-03";10;-2.3;-0.8;-6;-5.8;89;0.1;8;0;7;8;4.5;967.4;10;2.9;0.4
"1987-02-04";10;1.7;5.4;-1.2;-1.2;84;0;0;0.9;7;5.7;5.8;971.1;10;3;0.7
"1987-02-05";10;0;1.2;-2.7;-5.3;92;0;6;0;6;8;5.6;972.2;10;4;0.6
"1987-02-06";10;1.8;2.6;0;-0.3;88;1;6;0;6;8;6;971.7;10;9.8;2.5
"1987-02-07";10;3.5;6.6;2.6;-1;90;0.2;6;1;5;7.7;7.2;969.9;10;16;3.6
"1987-02-08";10;4.5;6.7;-1.1;-2.4;83;0.1;6;0;3;7.7;6.7;972.2;10;10.6;2.1
"1987-02-09";10;6;12.1;3.7;1.3;79;0;6;7.7;0;4.7;7.5;963.4;10;13.7;1.7
"1987-02-10";10;3.9;7.8;2.1;-0.4;88;2.3;6;0.2;0;6.7;7.3;954.2;10;11.8;2
"1987-02-11";10;2.7;4.7;-0.5;-1.5;91;0;0;0;0;8;6.7;943.9;10;4;1.2
"1987-02-12";10;4.4;7.8;2;1.9;86;1.1;6;3.1;0;7.7;7.2;945.8;10;3.5;0.9
"1987-02-13";10;2.9;4.7;0.9;1.2;85;0.3;8;1.1;0;7.7;6.4;954.4;10;5;1.2
"1987-02-14";10;4;6.8;1.8;0.4;81;0.1;6;0.4;0;7.7;6.5;953.1;10;4.5;1.1
"1987-02-15";10;3;4.9;2.2;3.2;79;0.1;8;0;0;7.7;6.1;954.6;10;11.3;2.6
"1987-02-16";10;0.8;3.9;-0.3;-0.7;73;0.1;7;0.5;0;7.7;4.8;955.7;10;5.5;1.9
"1987-02-17";10;-0.4;0.3;-0.8;-1.2;89;8.3;7;0;0;8;5.3;955.3;10;4.5;1
"1987-02-18";10;-1.3;0.7;-2.4;-3.5;92;0.9;7;0;9;8;5.1;955.5;10;4.9;1.1
"1987-02-19";10;-1.8;-1.3;-2.3;-3.5;85;1.3;7;0;7;8;4.5;955.1;10;10.1;2.8
"1987-02-20";10;0.1;1.1;-1.6;-1.9;93;9.3;8;0;7;8;5.7;950.7;10;9.2;2.5
"1987-02-21";10;-0.1;2.5;-1;-1.3;90;2.1;7;0.5;12;8;5.5;956.5;10;6.3;1.5
"1987-02-22";10;-0.4;0.8;-1.6;-4.3;90;0.3;8;0;10;8;5.3;963.7;10;3;0.9
"1987-02-23";10;-0.4;2.6;-1.6;-1.7;80;1.2;8;0;9;7.7;4.9;968.2;10;7.8;1.7
"1987-02-24";10;-2.4;1.3;-4.8;-6.3;73;0;0;5.3;9;6;3.8;964.9;10;7.3;2.1
"1987-02-25";10;-0.2;3.5;-2.9;-3.2;81;0.1;6;2.3;8;7.3;4.8;963.2;10;3.1;0.7
"1987-02-26";10;2.4;3.8;-0.1;-2;94;7.6;6;0;6;8;6.7;968.9;10;8.4;1
"1987-02-27";10;6.1;7.3;3;1;91;2.8;6;0;4;7.7;8.4;966.7;10;11.6;2.3
"1987-02-28";10;7.8;10.8;6.7;4.9;88;5.7;6;0.4;0;7.7;9.4;965.6;10;12;3.3
"1987-03-01";10;7.5;10.7;6.3;5.3;86;7.1;6;0.6;0;8;9.1;969.4;10;13.6;1.9
"1987-03-02";10;6.9;10.4;5.4;4.9;85;8.9;8;0.5;0;6;8.8;955.1;10;22.7;4.9
"1987-03-03";10;-4.4;5.4;-7.3;0.1;87;5.3;7;0;1;6.3;4.3;965.8;10;16.1;3.9
"1987-03-04";10;-5.4;-2.8;-10.3;-13.4;76;1.5;7;3;6;7.7;3;968;10;5;1
"1987-03-05";10;-3.6;-0.4;-4.7;-5.2;74;0;7;1.1;6;6.3;3.5;972.2;10;6;1.3
"1987-03-06";10;-4.1;1.5;-8.9;-12.5;69;0;0;9.4;4;1.3;3;975.6;10;5.2;1.1
"1987-03-07";10;-4.1;0.6;-7.5;-10.7;66;0;0;9.6;2;0.7;2.9;971.4;10;7.9;2.2
"1987-03-08";10;-2.9;3.1;-8.2;-9.8;71;0;0;9.4;2;2.3;3.5;967.9;10;5.9;1.7
"1987-03-09";10;-3.1;1;-7.1;-8.1;71;0;0;5.5;2;1.3;3.3;968.6;10;11.6;2.8
"1987-03-10";10;-1.1;3.6;-5.1;-6.2;70;0;0;9.4;2;1;3.8;970.3;10;9.8;2.8
"1987-03-11";10;-0.4;4.6;-4.1;-5.6;64;0;0;9.9;2;1.3;3.7;970.5;10;11;2.9
"1987-03-12";10;-1.1;3;-4.6;-6.1;74;0;0;4.9;1;1;4.1;971.6;10;5.2;1.4
"1987-03-13";10;-0.5;3;-5.2;-7.1;79;0;0;3.4;1;7.3;4.5;966;10;4.6;1
"1987-03-14";10;-0.3;3.6;-2.8;-4;64;0;0;8.5;1;2.3;3.9;967.5;10;6.5;1.7
"1987-03-15";10;1.4;5.7;-4.8;-7.3;65;1.1;7;6.9;1;5.7;4;966.3;10;15;2.6
"1987-03-16";10;-1.1;2.7;-2.3;-2.1;77;1.6;7;2.7;3;5;4.4;960.8;10;14;4
"1987-03-17";10;0.7;3.3;-2.2;-3.7;75;0.6;7;1.6;2;8;4.8;961.6;10;12.4;3.3
"1987-03-18";10;3.5;10;0.8;0.3;69;1.6;8;2;0;7.3;5.5;952.5;10;21.7;5.1
"1987-03-19";10;1.6;9.2;0.1;-0.1;80;2.2;7;6.2;0;7;5.6;948.8;10;21.6;4.3
"1987-03-20";10;0.3;4.5;-0.8;-2.2;68;0.2;7;3.5;1;6;4.3;954.6;10;15.8;3.8
"1987-03-21";10;1.6;7.7;-3.4;-6.3;55;0.4;8;10.6;0;3.3;3.5;959.1;10;5.1;1.6
"1987-03-22";10;2.4;8.3;0.7;-2.7;81;1.5;8;4.8;0;5;6;964.7;10;13.7;2.8
"1987-03-23";10;6.2;11;-2.2;-4.4;70;0.4;8;1.2;0;7.3;6.1;966.1;10;12;2.5
"1987-03-24";10;8.9;14;6.1;4.4;65;0;6;1.3;0;6.3;7.4;959.8;10;9.9;1.9
"1987-03-25";10;8.9;13.1;3.8;0.4;76;0.3;6;0.8;0;7.3;8.4;957;10;7.3;1.3
"1987-03-26";10;7.1;9.9;6;6.7;91;7.4;6;0;0;8;9.4;963.7;10;7.5;1.6
"1987-03-27";10;9;14.1;3.2;3.3;74;14.3;6;0.4;0;7.7;8;957.7;10;18.1;2.3
"1987-03-28";10;5.3;10.7;3.2;7.1;83;3.1;6;1.6;0;7.7;7.7;950.2;10;21.5;4.9
"1987-03-29";10;3.2;6.9;1.7;-0.5;74;1.2;8;1.6;0;6.3;5.8;956.8;10;9.8;2.4
"1987-03-30";10;1.7;6.1;0.2;-1.7;68;0.2;7;4.2;0;5;4.7;971.8;10;9.4;2
"1987-03-31";10;1.7;7.4;-2;-4.4;70;0.1;7;7.3;0;4;4.7;970.7;10;6.8;1.4
"1987-04-01";10;1.2;4.7;-1.3;-3.4;82;0.2;8;1.2;0;7;5.6;960;10;4;1.2
"1987-04-02";10;4.2;9.3;-0.6;-2.9;72;0;0;6.1;0;3;5.8;948.1;10;4.8;1.1
"1987-04-03";10;9.2;15.6;0.6;-2.3;60;0;0;1.7;0;7.3;6.5;945.6;10;14.8;2.9
"1987-04-04";10;9.5;20.5;4.5;7.8;58;6.1;6;1.3;0;7.7;7.1;946.3;10;22.4;4.2
"1987-04-05";10;8.5;15;3.8;0.8;67;0;6;7.3;0;5;7.2;957.9;10;12.7;2.4
"1987-04-06";10;9.4;17;3.4;0.8;65;0;0;12;0;1;7.6;963.5;10;6.4;1.6
"1987-04-07";10;12.7;19.6;3.6;0.7;54;1;6;7;0;7.3;6.8;960.8;10;9.1;1.3
"1987-04-08";10;10.2;14;8.1;7.3;94;4.2;6;0;0;8;11.8;958.4;10;6.2;1
"1987-04-09";10;9.6;14.3;8.7;8.4;94;25.5;6;0;0;7.7;11.4;954.4;10;8.9;1.9
"1987-04-10";10;6.8;10.6;5.8;7.3;89;5.5;6;1.9;0;7.7;9.1;959.9;10;12.4;2.6
"1987-04-11";10;8.8;13.5;3.8;1.3;62;2.2;6;9;0;4;6.7;961.7;10;10.6;2.7
"1987-04-12";10;4.6;9.8;2.4;3.6;70;1.6;8;3.6;0;7.7;6;963.3;10;14.3;3.9
"1987-04-13";10;5;8.4;2.2;1.1;72;0;8;3.6;0;7;6.3;972.6;10;5.3;1.4
"1987-04-14";10;6.6;12.7;0.6;-1.6;66;0;0;8.9;0;1.7;6.1;975.8;10;5.5;1.4
"1987-04-15";10;9.3;15.5;1.7;-1.3;63;0;0;8.2;0;3.3;6.8;975.5;10;4.4;1
"1987-04-16";10;10.2;16.7;3;-0.5;60;0;0;6.7;0;6;6.9;973.6;10;5.1;1.3
"1987-04-17";10;11.7;18.5;5.4;2.4;69;0;0;10.7;0;0;9.3;971.9;10;3.6;1.3
"1987-04-18";10;14;22.3;5.9;2.1;64;0;0;11.5;0;0;9.7;970.1;10;3.5;1.1
"1987-04-19";10;11.7;19.7;8;4.5;80;8.4;6;6.1;0;6.7;11;968.7;10;8.5;1.4
"1987-04-20";10;10.6;14.6;9.5;9.6;89;4.5;6;0;0;7.3;11.6;966.3;10;10.3;3
"1987-04-21";10;6.8;11.4;5.2;3;73;0;6;7.4;0;6;7.3;970.3;10;11.6;2.3
"1987-04-22";10;9.5;16;1.8;-1.1;64;0;0;12.4;0;1;7.3;973.3;10;6.8;2.1
"1987-04-23";10;11.6;18.2;3.2;-0.3;65;0;0;12.7;0;0;8.4;973;10;3.7;1.1
"1987-04-24";10;14.7;22.2;5.5;2;53;0;0;12.8;0;0.3;8.2;967.9;10;3.7;1
"1987-04-25";10;16;22.9;7.5;3.3;53;0;6;12.1;0;2.7;9.1;965.7;10;7;1.6
"1987-04-26";10;13.9;20.2;11.1;9.9;70;0;6;4.1;0;7.3;11;966.7;10;8.2;1.6
"1987-04-27";10;11.8;17;9.7;6.4;77;1.1;6;5;0;4.3;10.9;970.8;10;5.8;1.2
"1987-04-28";10;14.8;22;6.2;1.7;50;0;0;13;0;2.7;8.1;973.2;10;4.2;1.5
"1987-04-29";10;16.8;24.4;7.3;3.2;47;0;0;12.6;0;2;8.8;970.9;10;3.5;1.1
"1987-04-30";10;15.3;19.8;10.7;7.4;67;0;0;1.2;0;6.3;11.3;968.2;10;3.8;1
"1987-05-01";10;16.8;23.5;9.4;6.3;56;0;0;12.8;0;0.7;10;964.9;10;3.3;1.1
"1987-05-02";10;16.3;25.6;9.5;6.2;61;4.8;6;9.1;0;3.7;11.2;960.4;10;18.9;2.4
"1987-05-03";10;5;13.7;2.4;8.7;94;22.9;8;0;0;8;8.9;960.2;10;21.2;2.5
"1987-05-04";10;4.2;6.3;2.4;2.8;90;9;6;0.1;0;8;7.4;959.2;10;7.1;2
"1987-05-05";10;5.1;5.8;3.5;3.4;97;15.6;6;0;0;8;8.4;964.1;10;4.7;1
"1987-05-06";10;6.4;7.3;5.4;5.5;94;2.4;6;0;0;8;9.1;967.3;10;5.5;1.1
"1987-05-07";10;6.6;10.6;4.5;4;80;0;6;1.3;0;6;7.9;970.1;10;4.8;1.2
"1987-05-08";10;10.8;17.5;2.7;0.8;66;0;0;12.3;0;1;8;969.8;10;4.7;1.3
"1987-05-09";10;14.2;22.5;4.6;2.1;43;0;0;13.5;0;0.3;5.7;965.3;10;4;1.2
"1987-05-10";10;12.6;21.7;6.8;3.9;71;7.6;6;5.8;0;7.7;10.6;959.9;10;19.9;3.9
"1987-05-11";10;11.8;16.5;8.4;7.8;63;0;0;5.7;0;7.3;8.7;960.5;10;8.5;1.8
"1987-05-12";10;10.8;17.1;8.7;8.2;70;4.3;6;2.7;0;7.7;9.2;954;10;17.7;4.1
"1987-05-13";10;5.6;11.5;4.9;5;91;4.5;8;2;0;7;8.4;955.6;10;12;2.6
"1987-05-14";10;9.5;13.9;3.5;2.5;61;0;0;7.9;0;6.3;7;959.2;10;8.2;2.9
"1987-05-15";10;8.8;13.3;7.4;5.3;77;7.6;6;0;0;7.7;8.9;954.8;10;11.5;3.2
"1987-05-16";10;6.9;11.7;5;5.1;85;3;6;4.8;0;5.3;8.6;961.4;10;7.7;2.4
"1987-05-17";10;10.6;16.6;2.7;1.6;69;0;0;6.7;0;7;8.2;961.8;10;3.8;1
"1987-05-18";10;12.1;15.5;8.6;6.8;72;5.3;6;1.9;0;7.7;10.2;958.7;10;7.5;1.7
"1987-05-19";10;9.7;12;9.2;9.2;90;2.7;6;0;0;7.7;10.9;962.5;10;8.2;2
"1987-05-20";10;7.3;10.5;5.4;8.1;87;3.9;6;0;0;8;9.4;966.6;10;9.2;2
"1987-05-21";10;5.4;6.9;3.5;1.8;82;1;6;0.2;0;8;7.4;964.2;10;17.4;4.3
"1987-05-22";10;7.4;12.4;4.5;3.9;76;0;0;6.5;0;6.3;7.9;962.3;10;7.8;1.7
"1987-05-23";10;10.4;17.2;2.5;0.1;67;0;0;13.1;0;0.7;8.1;962.1;10;6.9;1.4
"1987-05-24";10;12.6;19;4.4;2.3;63;0;0;10.4;0;4.7;8.9;961.6;10;5.8;1.6
"1987-05-25";10;14;20.3;8.2;5.5;66;0;0;6.7;0;3.7;10.6;966.1;10;5.3;1.2
"1987-05-26";10;16.4;23.3;7.6;5;51;4.6;6;10.5;0;4.7;8.9;963.2;10;4.6;1.1
"1987-05-27";10;14.8;19.4;12.9;9.6;72;1.9;6;5;0;6;12.1;962.7;10;11.2;3
"1987-05-28";10;12.8;16.2;10.6;10.1;85;0.7;6;0.8;0;8;12.6;965.7;10;7.2;2.2
"1987-05-29";10;10.8;15.7;9;7.9;85;10.8;6;1.6;0;7.3;11.3;969.2;10;13.2;1.9
"1987-05-30";10;12.8;17.9;8.3;7.9;71;0;0;6.1;0;5.3;10.5;970.8;10;8.7;0.9
"1987-05-31";10;11.8;17.6;9.5;7.3;87;5.3;6;1;0;7.7;12.3;966.3;10;7.3;1.3
"1987-06-01";10;12.5;16.3;9.6;8.8;83;0.1;6;2.7;0;7;12;969.2;10;7;1.9
"1987-06-02";10;15;21.2;9.3;7.5;70;0.3;6;8.1;0;5.3;11.4;967;10;6.9;1.3
"1987-06-03";10;14.2;16.3;11.9;9.9;87;8.2;6;0;0;8;14.2;961.3;10;7.2;1.4
"1987-06-04";10;11.8;14;11.2;10.8;92;7.6;6;1.1;0;8;12.8;957.8;10;9.7;2.2
"1987-06-05";10;13.4;18.4;9.6;9.3;78;0.8;6;3.7;0;6.3;12.1;962.9;10;11.1;3.2
"1987-06-06";10;17.6;23.5;9.3;7.3;69;4.3;6;8;0;6.3;13.1;965.2;10;12.4;2
"1987-06-07";10;15.1;17.8;14.5;13.4;95;20.2;6;0;0;8;16.4;961;10;5.9;1.1
"1987-06-08";10;10.2;14.6;9.5;10.5;88;2.2;6;0.6;0;7.3;11;958.2;10;14.6;2.5
"1987-06-09";10;11;14.7;8.3;7.6;80;0.3;6;1.7;0;7;10.5;957.5;10;12.3;1.4
"1987-06-10";10;14.3;20.2;8.7;7.5;65;0.1;6;11.2;0;4.7;10.1;961.7;10;4.5;1.1
"1987-06-11";10;16.9;24.3;10.2;8;57;0;0;8.2;0;6.7;10.6;966.3;10;3.7;1
"1987-06-12";10;18.6;25.6;13.5;11.3;68;0.7;6;10;0;5.3;14.5;965.9;10;7.9;1.5
"1987-06-13";10;18.4;27.3;13.3;12.1;70;13.6;6;8.9;0;6;14.9;959.8;10;11.3;1.2
"1987-06-14";10;16.7;20.9;14.6;14.4;84;1.1;6;4.8;0;6.3;16.2;959.3;10;8;1.8
"1987-06-15";10;11.7;16;10.4;13.5;92;19.5;6;0;0;8;13.1;953.7;10;13.7;2.9
"1987-06-16";10;10.3;14.7;9.1;8.3;80;4.3;6;1.6;0;7.7;10.2;963.7;10;13.1;4.4
"1987-06-17";10;10.4;13.3;8;7.6;79;2.3;6;3.4;0;6;9.9;966.9;10;15;3.8
"1987-06-18";10;10.6;13.3;8.6;8.4;87;9.6;6;1.6;0;6.7;11.4;963.3;10;15.4;3.7
"1987-06-19";10;11;15.6;7.7;6.3;89;5.8;6;2.4;0;7.3;11.9;955.7;10;8.8;1.6
"1987-06-20";10;11.9;16.5;9.2;9.2;85;0.7;6;1.2;0;7.7;11.9;957.5;10;9.6;2.6
"1987-06-21";10;12.3;14.9;10.9;10.5;84;5.2;6;0;0;7.7;12.2;966.8;10;7;1.9
"1987-06-22";10;13.5;18.3;8.6;7;83;0.3;6;4.9;0;6;12.7;971.1;10;8.2;1.1
"1987-06-23";10;16.1;21.6;10.5;6.5;79;5.5;6;3.9;0;7.3;14.2;970.5;10;13.1;2.5
"1987-06-24";10;15.5;19.8;14;13.7;88;6.2;6;2.5;0;7.3;15.8;967.2;10;11.9;3
"1987-06-25";10;17;22.9;12.6;11.6;69;0;0;12.4;0;4.3;13.4;966.8;10;7.4;1.5
